# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
70177744	WCMV	7017771A	SEIGE	COPY-STR-EXACT	a	EMIT			7017773D 7017773F 70177741 70177743	[@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + 12)] = [@bp(ac3, 136), (sx16(M16[wp(ac3, 50)]) + 12)]	expr	4	piece 1/2 of SEIGE ('frame', 204); copy-out of SEIGE ('frame', 136) (total MATCH)
7017774A	WCMV	7017771A	SEIGE	CONCAT-PIECE	a	EMIT			70177745 70177747 70177749	[@ac2, 5] = [@0x701770E3:0, "% of "]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
70177753	WCMV	7017771A	SEIGE	COPY-STR-EXACT	a	EMIT			7017774C 7017774E 70177750 70177752	[@bp(ac3, 0x148), (sx16(M16[wp(ac3, 50)]) + 17)] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + 17)]	expr	4	piece 1/2 of SEIGE ('frame', 328); copy-out of SEIGE ('frame', 204) (total MATCH)
7017775A	WCMV	7017771A	SEIGE	CONCAT-PIECE	a	EMIT			70177755 70177757 70177759	[@ac2, sx16(M16[wp(ac3, 8)])] = [@wp(ac3, 8), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 328)
70177763	WCMV	7017771A	SEIGE	COPY-STR-EXACT	a	EMIT			7017775C 7017775E 70177760 70177762	[@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + sx16(M16[wp(ac3, 8)]) + 17)] = [@bp(ac3, 0x148), (sx16(M16[wp(ac3, 50)]) + sx16(M16[wp(ac3, 8)]) + 17)]	expr	4	piece 1/2 of SEIGE ('frame', 204)
70177769	WCMV	7017771A	SEIGE	CONCAT-PIECE	a	EMIT			70177764 70177766 70177768	[@ac2, 18] = [@0x701770D9:0, "'s defences left.\x0A"]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
70177774	WCMV	7017771A	SEIGE	ASSIGN-STR-VARYING	a	EMIT			7017776B 7017776D 7017776E 70177770 70177772	[@wp(ac3, 164), (sx16(M16[wp(ac3, 50)]) + sx16(M16[wp(ac3, 8)]) + 35) varying] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + sx16(M16[wp(ac3, 8)]) + 35)]	expr	5	copy-out of SEIGE ('frame', 204) (total MATCH)
701777BF	WCMV	701777AF	SEIGE	COPY-LIT-EXACT	a	EMIT			701777BA 701777BC 701777BE	[@bp(ac3, 204), 43] = [@0x701770C3:0, "\x0BHit space bar to use the battering ram on "]	expr	4	piece 1/2 of SEIGE ('frame', 204)
701777C6	WCMV	701777AF	SEIGE	CONCAT-PIECE	a	EMIT			701777C1 701777C3 701777C5	[@ac2, sx16(M16[wp(ac3, 8)])] = [@wp(ac3, 8), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
701777CF	WCMV	701777AF	SEIGE	COPY-STR-EXACT	a	EMIT			701777C8 701777CA 701777CC 701777CE	[@bp(ac3, 0x148), (sx16(M16[wp(ac3, 8)]) + 43)] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 8)]) + 43)]	expr	4	piece 1/1 of SEIGE ('frame', 328); copy-out of SEIGE ('frame', 204) (total MATCH)
701777DD	WCMV	701777AF	SEIGE	ASSIGN-STR-VARYING	a	EMIT			701777D4 701777D6 701777D7 701777D9 701777DB	[@wp(ac3, 102), (sx16(M16[wp(ac3, 8)]) + 44) varying] = [@bp(ac3, 0x148), (sx16(M16[wp(ac3, 8)]) + 44)]	expr	5	copy-out of SEIGE ('frame', 328) (total MATCH)
7017780A	WCMV	701777F9	SEIGE	COPY-LIT-EXACT	a	EMIT			70177805 70177807 70177809	[@bp(ac3, 136), 28] = [@0x701770B3:0, "\x0BYou have nothing to attack "]	expr	4	piece 1/2 of SEIGE ('frame', 136)
70177811	WCMV	701777F9	SEIGE	CONCAT-PIECE	a	EMIT			7017780C 7017780E 70177810	[@ac2, sx16(M16[wp(ac3, 8)])] = [@wp(ac3, 8), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 136)
7017781A	WCMV	701777F9	SEIGE	COPY-STR-EXACT	a	EMIT			70177813 70177815 70177817 70177819	[@bp(ac3, 204), (sx16(M16[wp(ac3, 8)]) + 28)] = [@bp(ac3, 136), (sx16(M16[wp(ac3, 8)]) + 28)]	expr	4	piece 1/2 of SEIGE ('frame', 204); copy-out of SEIGE ('frame', 136) (total MATCH)
70177820	WCMV	701777F9	SEIGE	CONCAT-PIECE	a	EMIT			7017781B 7017781D 7017781F	[@ac2, 6] = [@0x701770AF:0, " with!"]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
7017782B	WCMV	701777F9	SEIGE	ASSIGN-STR-VARYING	a	EMIT			70177822 70177824 70177825 70177827 70177829	[@wp(ac3, 164), (sx16(M16[wp(ac3, 8)]) + 34) varying] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 8)]) + 34)]	expr	5	copy-out of SEIGE ('frame', 204) (total MATCH)
701778D1	WCMV	701778C1	SEIGE	COPY-LIT-EXACT	a	EMIT			701778CC 701778CE 701778D0	[@bp(ac3, 204), 37] = [@0x7017709B:0, "\x0BHit space bar to attempt a seige on "]	expr	4	piece 1/2 of SEIGE ('frame', 204)
701778D8	WCMV	701778C1	SEIGE	CONCAT-PIECE	a	EMIT			701778D3 701778D5 701778D7	[@ac2, sx16(M16[wp(ac3, 8)])] = [@wp(ac3, 8), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
701778E1	WCMV	701778C1	SEIGE	COPY-STR-EXACT	a	EMIT			701778DA 701778DC 701778DE 701778E0	[@bp(ac3, 0x148), (sx16(M16[wp(ac3, 8)]) + 37)] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 8)]) + 37)]	expr	4	piece 1/1 of SEIGE ('frame', 328); copy-out of SEIGE ('frame', 204) (total MATCH)
701778EF	WCMV	701778C1	SEIGE	ASSIGN-STR-VARYING	a	EMIT			701778E6 701778E8 701778E9 701778EB 701778ED	[@wp(ac3, 102), (sx16(M16[wp(ac3, 8)]) + 38) varying] = [@bp(ac3, 0x148), (sx16(M16[wp(ac3, 8)]) + 38)]	expr	5	copy-out of SEIGE ('frame', 328) (total MATCH)
70177A5F	WCMV	70177A4E	SEIGE	COPY-LIT-EXACT	a	EMIT			70177A5A 70177A5C 70177A5E	[@bp(ac3, 136), 27] = [@0x7017707B:0, "\x0BBoiling oil has inflicted "]	expr	4	piece 1/2 of SEIGE ('frame', 136)
70177A66	WCMV	70177A4E	SEIGE	CONCAT-PIECE	a	EMIT			70177A61 70177A63 70177A65	[@ac2, sx16(M16[wp(ac3, 50)])] = [@wp(ac3, 50), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 136)
70177A6F	WCMV	70177A4E	SEIGE	COPY-STR-EXACT	a	EMIT			70177A68 70177A6A 70177A6C 70177A6E	[@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + 27)] = [@bp(ac3, 136), (sx16(M16[wp(ac3, 50)]) + 27)]	expr	4	piece 1/2 of SEIGE ('frame', 204); copy-out of SEIGE ('frame', 136) (total MATCH)
70177A75	WCMV	70177A4E	SEIGE	CONCAT-PIECE	a	EMIT			70177A70 70177A72 70177A74	[@ac2, 25] = [@0x7017706D:0, " strength points damage!\x0A"]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
70177A80	WCMV	70177A4E	SEIGE	ASSIGN-STR-VARYING	a	EMIT			70177A77 70177A79 70177A7A 70177A7C 70177A7E	[@wp(ac3, 164), (sx16(M16[wp(ac3, 50)]) + 52) varying] = [@bp(ac3, 204), (sx16(M16[wp(ac3, 50)]) + 52)]	expr	5	copy-out of SEIGE ('frame', 204) (total MATCH)
70178DBE	WCMP	70178DB5	START_TURN	-	-	EMIT			70178DB5 70178DB6 70178DB9 70178DBB	ac1 = cmp([@0x7000021C, varying], [@0x7017804D:0, ac1])	expr	6	
70179C62	WCMV	70179C52	STORE	COPY-LIT-EXACT	a	EMIT			70179C5F 70179C61	[@bp(ac3, 164), 33] = [@0x70179B4B:0, "\x0BThe minimum mercenary price is $"]	expr	4	piece 1/2 of STORE ('frame', 164)
70179C69	WCMV	70179C52	STORE	CONCAT-PIECE	a	EMIT			70179C64 70179C66 70179C68	[@ac2, sx16(M16[wp(ac3, 64)])] = [@wp(ac3, 64), varying]	mixed	4	piece 2/2 of STORE ('frame', 164)
70179C72	WCMV	70179C52	STORE	COPY-STR-EXACT	a	EMIT			70179C6B 70179C6D 70179C6F 70179C71	[@bp(ac3, 232), (sx16(M16[wp(ac3, 64)]) + 33)] = [@bp(ac3, 164), (sx16(M16[wp(ac3, 64)]) + 33)]	expr	4	piece 1/2 of STORE ('frame', 232); copy-out of STORE ('frame', 164) (total MATCH)
70179C78	WCMV	70179C52	STORE	CONCAT-PIECE	a	EMIT			70179C73 70179C75 70179C77	[@ac2, 2] = [@0x70179B49:0, ".\x0A"]	mixed	4	piece 2/2 of STORE ('frame', 232)
70179C83	WCMV	70179C52	STORE	ASSIGN-STR-VARYING	a	EMIT			70179C7A 70179C7C 70179C7D 70179C7F 70179C81	[@wp(ac3, 150), (sx16(M16[wp(ac3, 64)]) + 35) varying] = [@bp(ac3, 232), (sx16(M16[wp(ac3, 64)]) + 35)]	expr	5	copy-out of STORE ('frame', 232) (total MATCH)
70179CC2	WCMV	70179CB2	STORE	COPY-LIT-EXACT	a	EMIT			70179CBF 70179CC1	[@bp(ac3, 232), 23] = [@0x70179B3D:0, "\x0BRed guard's price is $"]	expr	4	piece 1/2 of STORE ('frame', 232)
70179CC9	WCMV	70179CB2	STORE	CONCAT-PIECE	a	EMIT			70179CC4 70179CC6 70179CC8	[@ac2, sx16(M16[wp(ac3, 64)])] = [@wp(ac3, 64), varying]	mixed	4	piece 2/2 of STORE ('frame', 232)
70179CD2	WCMV	70179CB2	STORE	COPY-STR-EXACT	a	EMIT			70179CCB 70179CCD 70179CCF 70179CD1	[@bp(ac3, 0x174), M32[wp(ac3, 46)]] = [@bp(ac3, 232), M32[wp(ac3, 46)]]	expr	4	piece 1/2 of STORE ('frame', 372)
70179CD8	WCMV	70179CB2	STORE	CONCAT-PIECE	a	EMIT			70179CD3 70179CD5 70179CD7	[@ac2, 26] = [@0x70179B2F:0, "\x0A\x0BBlack guard's price is $"]	mixed	4	piece 2/2 of STORE ('frame', 372)
70179CE1	WCMV	70179CB2	STORE	COPY-STR-EXACT	a	EMIT			70179CDA 70179CDC 70179CDE 70179CE0	[@bp(ac3, 0x1C8), M32[wp(ac3, 62)]] = [@bp(ac3, 0x174), M32[wp(ac3, 62)]]	expr	4	piece 1/2 of STORE ('frame', 456); copy-out of STORE ('frame', 372) (total MATCH)
70179CE8	WCMV	70179CB2	STORE	CONCAT-PIECE	a	EMIT			70179CE3 70179CE5 70179CE7	[@ac2, sx16(M16[wp(ac3, 82)])] = [@wp(ac3, 82), varying]	mixed	4	piece 2/2 of STORE ('frame', 456)
70179CF1	WCMV	70179CB2	STORE	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of STORE ('frame', 572)
70179CF7	WCMV	70179CB2	STORE	CONCAT-PIECE	a	EMIT			70179CF2 70179CF4 70179CF6	[@ac2, 43] = [@0x70179B19:0, "\x0AHit 'R' for red guard, 'B' for black guard"]	mixed	4	piece 2/2 of STORE ('frame', 572)
70179D02	WCMV	70179CB2	STORE	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70179CFE 70179D00	[@bp(ac3, 0x2DA), ac0] = [@bp(ac3, 0x23C), ac1]	mixed	6	copy-out of STORE ('frame', 572) (total MATCH)
7017A058	WCMV	7017A047	STORE	COPY-LIT-EXACT	a	EMIT			7017A053 7017A055 7017A057	[@bp(ac3, 164), 23] = [@0x70179A95:0, "\x0C\x14STORE\x15        Wealth "]	expr	4	piece 1/2 of STORE ('frame', 164)
7017A05F	WCMV	7017A047	STORE	CONCAT-PIECE	a	EMIT			7017A05A 7017A05C 7017A05E	[@ac2, sx16(M16[wp(ac3, 64)])] = [@wp(ac3, 64), varying]	mixed	4	piece 2/2 of STORE ('frame', 164)
7017A068	WCMV	7017A047	STORE	COPY-STR-EXACT	a	EMIT			7017A061 7017A063 7017A065 7017A067	[@bp(ac3, 0x23C), (sx16(M16[wp(ac3, 64)]) + 23)] = [@bp(ac3, 164), (sx16(M16[wp(ac3, 64)]) + 23)]	expr	4	piece 1/2 of STORE ('frame', 572)
7017A06E	WCMV	7017A047	STORE	CONCAT-PIECE	a	EMIT			7017A069 7017A06B 7017A06D	[@ac2, 69] = [@0x70179A71:0, "\x0A\x0AItem for sale         |   price\x0A----------------------|-----------\x0A"]	mixed	4	piece 2/2 of STORE ('frame', 572)
7017A079	WCMV	7017A047	STORE	ASSIGN-STR-VARYING	a	EMIT			7017A070 7017A072 7017A073 7017A075 7017A077	[@wp(ac3, 364), (sx16(M16[wp(ac3, 64)]) + 92) varying] = [@bp(ac3, 0x23C), (sx16(M16[wp(ac3, 64)]) + 92)]	expr	5	copy-out of STORE ('frame', 572) (total MATCH)
7017A126	WCMV	7017A116	STORE	COPY-STR-EXACT	c	EMIT			7017A121 7017A123 7017A125	[@bp(ac3, 0x1C8), sx16(M16[wp(ac3, 64)])] = [@wp(ac3, 64), varying]	expr	4	piece 1/2 of STORE ('frame', 456)
7017A12C	WCMV	7017A116	STORE	CONCAT-PIECE	c	EMIT			7017A127 7017A129 7017A12B	[@ac2, 2] = [@0x70179A68:0, ". "]	mixed	4	piece 2/2 of STORE ('frame', 456)
7017A135	WCMV	7017A116	STORE	COPY-STR-EXACT	c	EMIT			7017A12E 7017A130 7017A132 7017A134	[@bp(ac3, 0x2D8), M32[wp(ac3, 46)]] = [@bp(ac3, 0x1C8), M32[wp(ac3, 46)]]	expr	4	piece 1/2 of STORE ('frame', 728)
7017A140	WCMV	7017A116	STORE	CONCAT-PIECE	c	EMIT			7017A137 7017A139 7017A13C 7017A13F	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 12)]) * 9) - 0xFFFFA73)])] = [@bp((sx16(M16[wp(ac3, 12)]) * 9), -0x1FFFF4E4), sx16(M16[((sx16(M16[wp(ac3, 12)]) * 9) - 0xFFFFA73)])]	mixed	4	piece 2/2 of STORE ('frame', 728)
7017A4F3	WCMV	7017A4DC	STORE	COPY-LIT-EXACT	a	EMIT			7017A4EE 7017A4F0 7017A4F2	[@bp(ac3, 164), 27] = [@0x701799DD:0, "You have now purchased the "]	expr	4	piece 1/2 of STORE ('frame', 164)
7017A4FE	WCMV	7017A4DC	STORE	CONCAT-PIECE	a	EMIT			7017A4F5 7017A4F7 7017A4FA 7017A4FD	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)])] = [@bp((sx16(M16[wp(ac3, 14)]) * 9), -0x1FFFF4E4), sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)])]	mixed	4	piece 2/2 of STORE ('frame', 164)
7017A507	WCMV	7017A4DC	STORE	COPY-STR-EXACT	a	EMIT			7017A500 7017A502 7017A504 7017A506	[@bp(ac3, 232), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 27)] = [@bp(ac3, 164), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 27)]	expr	4	piece 1/1 of STORE ('frame', 232); copy-out of STORE ('frame', 164) (total MATCH)
7017A515	WCMV	7017A4DC	STORE	ASSIGN-STR-VARYING	a	EMIT			7017A50C 7017A50E 7017A50F 7017A511 7017A513	[@wp(ac3, 82), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 28) varying] = [@bp(ac3, 232), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 28)]	expr	5	copy-out of STORE ('frame', 232) (total MATCH)
7017A9FC	WCMV	7017A9E4	TAKE	COPY-LIT-EXACT	a	EMIT			7017A9F9 7017A9FB	[@bp(ac3, 48), 19] = [@0x7017A8DF:0, "\x0BYou've found some "]	expr	4	piece 1/2 of TAKE ('frame', 48)
7017AA07	WCMV	7017A9E4	TAKE	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 2/2 of TAKE ('frame', 48)
7017AA10	WCMV	7017A9E4	TAKE	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of TAKE ('frame', 84)
7017AA16	WCMV	7017A9E4	TAKE	CONCAT-PIECE	a	EMIT			7017AA11 7017AA13 7017AA15	[@ac2, 57] = [@0x7017A8C1:0, " here!\x0A\x0BHit space bar to take it, anything else to ignore"]	mixed	4	piece 2/2 of TAKE ('frame', 84)
7017AA21	WCMV	7017A9E4	TAKE	ASSIGN-STR-VARYING	a	EMIT			7017AA1D 7017AA1F	[@bp(ac3, 178), ac0] = [@bp(ac3, 84), ac1]	mixed	5	copy-out of TAKE ('frame', 84) (total MATCH)
7017ABD1	WCMV	7017ABBC	TAKE	COPY-LIT-EXACT	a	EMIT			7017ABCC 7017ABCE 7017ABD0	[@bp(ac3, 48), 16] = [@0x7017A8B5:0, "\x0BYou've found a "]	expr	4	piece 1/2 of TAKE ('frame', 48)
7017ABDC	WCMV	7017ABBC	TAKE	CONCAT-PIECE	a	EMIT			7017ABD3 7017ABD5 7017ABD8 7017ABDB	[@ac2, sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])] = [@bp((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9), -0x20001614), sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])]	mixed	4	piece 2/2 of TAKE ('frame', 48)
7017ABE5	WCMV	7017ABBC	TAKE	COPY-STR-EXACT	a	EMIT			7017ABDE 7017ABE0 7017ABE2 7017ABE4	[@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 16)] = [@bp(ac3, 48), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 16)]	expr	4	piece 1/2 of TAKE ('frame', 84)
7017ABEB	WCMV	7017ABBC	TAKE	CONCAT-PIECE	a	EMIT			7017ABE6 7017ABE8 7017ABEA	[@ac2, 57] = [@0x7017A8C1:0, " here!\x0A\x0BHit space bar to take it, anything else to ignore"]	mixed	4	piece 2/2 of TAKE ('frame', 84)
7017ABF6	WCMV	7017ABBC	TAKE	ASSIGN-STR-VARYING	a	EMIT			7017ABED 7017ABEF 7017ABF0 7017ABF2 7017ABF4	[@wp(ac3, 88), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 73) varying] = [@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 73)]	expr	5	copy-out of TAKE ('frame', 84) (total MATCH)
7017AC77	WCMV	7017AC5F	TAKE	COPY-LIT-EXACT	a	EMIT			7017AC74 7017AC76	[@bp(ac3, 84), 15] = [@0x7017A8AD:0, "\x0BScroll spell: "]	expr	4	piece 1/2 of TAKE ('frame', 84)
7017AC82	WCMV	7017AC5F	TAKE	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of TAKE ('frame', 84)
7017AC8B	WCMV	7017AC5F	TAKE	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/1 of TAKE ('frame', 176); copy-out of TAKE ('frame', 84) (total MATCH)
7017AC99	WCMV	7017AC5F	TAKE	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7017AC95 7017AC97	[@bp(ac3, 86), ac0] = [@bp(ac3, 176), ac1]	mixed	6	copy-out of TAKE ('frame', 176) (total MATCH)
7017AEBA	WCMV	7017AEA2	TAKE	COPY-LIT-EXACT	a	EMIT			7017AEB5 7017AEB7 7017AEB9	[@bp(ac3, 48), 18] = [@0x7017A87F:0, "\x0BYou already have "]	expr	4	piece 1/2 of TAKE ('frame', 48)
7017AEC5	WCMV	7017AEA2	TAKE	CONCAT-PIECE	a	EMIT			7017AEBC 7017AEBE 7017AEC1 7017AEC4	[@ac2, sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])] = [@bp((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9), -0x20001614), sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])]	mixed	4	piece 2/2 of TAKE ('frame', 48)
7017AECE	WCMV	7017AEA2	TAKE	COPY-STR-EXACT	a	EMIT			7017AEC7 7017AEC9 7017AECB 7017AECD	[@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 18)] = [@bp(ac3, 48), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 18)]	expr	4	piece 1/2 of TAKE ('frame', 84)
7017AED4	WCMV	7017AEA2	TAKE	CONCAT-PIECE	a	EMIT			7017AECF 7017AED1 7017AED3	[@ac2, 19] = [@0x7017A875:0, ", don't be greedy!\x0A"]	mixed	4	piece 2/2 of TAKE ('frame', 84)
7017AEDF	WCMV	7017AEA2	TAKE	ASSIGN-STR-VARYING	a	EMIT			7017AED6 7017AED8 7017AED9 7017AEDB 7017AEDD	[@wp(ac3, 88), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 37) varying] = [@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 37)]	expr	5	copy-out of TAKE ('frame', 84) (total MATCH)
7017AF0E	WCMV	7017AEF6	TAKE	COPY-LIT-EXACT	a	EMIT			7017AF0B 7017AF0D	[@bp(ac3, 48), 18] = [@0x7017A86B:0, "\x0BYou can not take "]	expr	4	piece 1/2 of TAKE ('frame', 48)
7017AF19	WCMV	7017AEF6	TAKE	CONCAT-PIECE	a	EMIT			7017AF10 7017AF12 7017AF15 7017AF18	[@ac2, sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])] = [@bp((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9), -0x20001614), sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])]	mixed	4	piece 2/2 of TAKE ('frame', 48)
7017AF22	WCMV	7017AEF6	TAKE	COPY-STR-EXACT	a	EMIT			7017AF1B 7017AF1D 7017AF1F 7017AF21	[@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 18)] = [@bp(ac3, 48), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 18)]	expr	4	piece 1/2 of TAKE ('frame', 84)
7017AF28	WCMV	7017AEF6	TAKE	CONCAT-PIECE	a	EMIT			7017AF23 7017AF25 7017AF27	[@ac2, 33] = [@0x7017A859:0, " without the prerequisite books!\x0A"]	mixed	4	piece 2/2 of TAKE ('frame', 84)
7017AF33	WCMV	7017AEF6	TAKE	ASSIGN-STR-VARYING	a	EMIT			7017AF2A 7017AF2C 7017AF2D 7017AF2F 7017AF31	[@wp(ac3, 88), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 51) varying] = [@bp(ac3, 84), (sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 51)]	expr	5	copy-out of TAKE ('frame', 84) (total MATCH)
7017B811	WCMV	7017B804	TERRITORY_MAP	ASSIGN-LIT-FIXED+SUBSTR	?	EMIT			7017B80D 7017B80F	[@ac2, 80] = [@0x7017B71D:0, " "]	mixed	5	
7017B831	WCMV	7017B82B	TERRITORY_MAP	ASSIGN-STR-FIXED	?	EMIT			7017B82C 7017B82E	[@bp(ac3, 33), ac0] = [@0x70000E2F:0, ac1]	mixed	5	
7017B866	WCMV	7017B857	TERRITORY_MAP	ASSIGN-STR-FIXED+SUBSTR	?	EMIT			7017B863	[@ac2, ac0] = [@0x70000E2F:0, ac1]	mixed	5	
7017BD95	WCMV	7017BD84	TERRITORY_MAP	COPY-LIT-EXACT+SUBSTR	?	EMIT				[@ac2, 2] = [@ac3, 2]	mixed	5	piece 1/1 of TERRITORY_MAP None
7017BF5C	WCMV	7017BF4F	TERRITORY_MAP	COPY-STR-EXACT+SUBSTR	a	EMIT			7017BF5A 7017BF5B	[@ac2, 80] = [@ac3, 80]	mixed	5	piece 1/1 of TERRITORY_MAP ('frame', 13648)
7017BF93	WCMV	7017BF82	TERRITORY_MAP	COPY-LIT-EXACT	a	EMIT			7017BF8E 7017BF90 7017BF92	[@bp(ac3, 0x35A4), 8] = [@0x7017B715:0, "Scale = "]	expr	4	piece 1/2 of TERRITORY_MAP ('frame', 13732)
7017BF9A	WCMV	7017BF82	TERRITORY_MAP	CONCAT-PIECE	a	EMIT			7017BF95 7017BF97 7017BF99	[@ac2, sx16(M16[wp(ac3, 6824)])] = [@wp(ac3, 6824), varying]	mixed	4	piece 2/2 of TERRITORY_MAP ('frame', 13732)
7017BFA3	WCMV	7017BF82	TERRITORY_MAP	COPY-STR-EXACT	a	EMIT			7017BF9C 7017BF9E 7017BFA0 7017BFA2	[@bp(ac3, 0x3550), (sx16(M16[wp(ac3, 6824)]) + 8)] = [@bp(ac3, 0x35A4), (sx16(M16[wp(ac3, 6824)]) + 8)]	expr	4	piece 1/2 of TERRITORY_MAP ('frame', 13648)
7017BFA9	WCMV	7017BF82	TERRITORY_MAP	CONCAT-PIECE	a	EMIT			7017BFA4 7017BFA6 7017BFA8	[@ac2, 21] = [@0x7017B709:0, " moves to each space\x0A"]	mixed	4	piece 2/2 of TERRITORY_MAP ('frame', 13648)
7017BFB4	WCMV	7017BF82	TERRITORY_MAP	ASSIGN-STR-VARYING	a	EMIT			7017BFAB 7017BFAD 7017BFAE 7017BFB0 7017BFB2	[@wp(ac3, 6866), (sx16(M16[wp(ac3, 6824)]) + 29) varying] = [@bp(ac3, 0x3550), (sx16(M16[wp(ac3, 6824)]) + 29)]	expr	5	copy-out of TERRITORY_MAP ('frame', 13648) (total MATCH)
